customerid,churn,age,gender,tenure,numofproducts,estimatedsalary
15680001,0,38,Male,7,2,124389.61
15711991,0,30,Male,8,2,3183.15
15633834,0,28,Female,3,2,146723.72
15765266,0,32,Male,1,2,2139.25
15791867,1,44,Male,2,1,69228.2
15675380,1,56,Male,3,1,115462.27
15770576,0,50,Male,7,2,62375.1
15775294,1,31,Female,2,2,91829.17
15727059,0,40,Female,4,2,182547.04
15702499,0,46,Male,9,1,14725.36
15611699,0,40,Female,7,1,126996.67
15654000,1,35,Female,5,1,133991.11
15657881,0,38,Male,5,1,169920.92
15719991,1,52,Female,1,1,80259.67
15720687,1,41,Female,4,1,191035.18
15687079,0,69,Male,10,1,40421.87
15582276,0,34,Male,5,1,155643.04
15763980,0,30,Male,1,1,78670.52
15720774,1,44,Male,7,1,104240.77
15592194,0,28,Female,9,2,95957.09
15803685,0,77,Female,10,2,59595.66
15759456,0,34,Male,7,2,46266.63
15611544,0,36,Male,7,2,189085.07
15794257,0,34,Male,4,1,123954.15
15681697,0,31,Male,8,1,129803.08
15579566,1,43,Female,3,1,18761.92
15577970,0,34,Male,5,1,43540.59
15727489,0,45,Female,1,1,62193.92
15764284,0,27,Male,3,3,129130.09
15581811,0,30,Female,1,2,16146.0
15622527,0,55,Female,6,1,22442.13
15753362,0,60,Male,3,2,78194.37
15666652,0,19,Female,3,2,124297.32
15789714,0,21,Male,3,1,104648.58
15771543,1,31,Male,2,1,166423.66
15748327,0,34,Male,6,2,157137.23
15754649,0,57,Female,3,2,34134.14
15810460,1,64,Female,5,3,112520.07
15771742,1,38,Male,9,2,128481.5
15642160,0,38,Male,5,2,16491.64
15798439,0,25,Male,2,1,132979.43
15605293,0,43,Female,1,2,196645.87
15692631,0,44,Female,8,1,127506.76
15665376,0,35,Female,3,2,147930.46
15772412,1,30,Male,6,1,179689.05
15654577,1,54,Male,5,1,2619.64
15585427,0,26,Female,10,2,166799.93
15584536,1,46,Male,3,1,133516.51
15585853,1,41,Male,7,1,163736.09
15645271,1,24,Male,8,2,179488.41
15579387,0,44,Female,2,2,113291.75
15623107,1,45,Male,3,3,64907.48
15754072,0,36,Female,6,2,141364.27
15666163,0,43,Male,1,1,101141.28
15765192,0,26,Male,7,2,183490.99
15804822,0,31,Female,4,2,4798.12
15612893,0,45,Male,4,1,131807.14
15593636,0,39,Female,4,1,97192.76
15693326,0,42,Female,7,2,164128.58
15809901,0,36,Male,8,2,176809.87
15759751,0,48,Male,1,2,110059.38
15605425,0,44,Female,2,1,108398.63
15801934,0,66,Male,8,2,47117.03
15592000,1,48,Female,9,1,124720.68
15618695,0,22,Female,3,1,53328.7
15637110,0,35,Female,10,1,82634.41
15727408,0,27,Male,8,2,147059.16
15716328,0,40,Female,2,2,141946.92
15669060,0,74,Male,6,2,123583.85
15675854,1,50,Male,0,1,155915.24
15621116,0,33,Male,5,1,29076.27
15781495,0,22,Female,2,2,97382.8
15740470,0,39,Male,4,2,57643.55
15714391,1,35,Female,2,1,66006.75
15730137,0,31,Male,0,1,72350.47
15596455,1,45,Female,2,1,197789.83
15717290,0,41,Male,2,2,65520.74
15616555,0,41,Male,8,1,31825.84
15659820,0,34,Female,5,2,185561.89
15696301,1,37,Female,9,1,25803.59
15771087,0,71,Female,0,2,154337.47
15808831,0,29,Male,7,2,138145.62
15812241,1,59,Male,7,1,51565.98
15680370,0,39,Male,7,2,71323.23
15780561,0,39,Female,9,2,38882.34
15800784,0,42,Male,4,1,676.06
15715796,0,37,Male,0,2,72203.8
15605375,0,35,Male,2,1,174094.24
15621520,0,42,Female,2,1,2150.22
15665460,0,67,Female,1,2,177783.04
15801152,0,39,Female,1,2,44363.42
15756425,0,30,Male,7,1,96847.91
15674328,1,40,Female,3,1,148579.43
15742404,0,38,Male,7,2,38308.34
15757140,0,51,Male,0,1,142538.31
15570051,0,38,Female,6,2,153122.58
15669175,0,24,Male,6,2,169505.83
15790324,0,20,Female,6,1,57929.9
15691119,0,68,Male,4,1,175399.14
15743478,0,39,Male,8,2,107964.36
15707007,0,39,Female,8,1,94263.44
15572547,1,45,Female,9,1,155921.81
15567063,1,34,Female,6,1,137995.66
15689633,0,38,Female,2,1,179631.85
15720637,1,46,Female,10,1,166586.99
15616859,1,43,Female,2,4,115116.35
15766166,0,43,Male,2,1,23881.62
15617655,0,35,Female,9,2,105837.38
15623450,0,27,Female,7,1,101418.05
15796612,0,31,Female,1,1,182266.01
15795963,0,34,Male,7,1,28698.17
15781598,1,41,Male,6,1,50422.36
15691871,0,42,Male,9,1,151336.96
15740345,1,42,Male,5,1,112979.6
15662626,0,40,Female,2,2,36371.27
15596575,0,39,Male,5,2,52166.25
15657321,0,27,Male,8,2,147261.58
15575955,0,24,Female,0,2,88724.49
15743893,0,42,Male,3,1,190531.77
15697270,0,27,Male,4,1,199953.33
15644356,0,47,Female,10,1,144290.97
15677586,0,32,Female,3,2,130514.78
15571261,0,35,Female,6,2,53954.24
15698758,0,31,Female,1,2,169802.73
15787014,0,28,Female,8,1,146851.73
15739857,0,40,Female,3,2,96832.82
15774630,0,47,Female,1,1,57553.02
15805523,0,28,Female,1,1,74800.99
15749557,0,44,Female,6,2,192542.17
15681180,0,23,Female,7,1,72990.62
15742028,0,35,Female,5,2,31050.02
15686463,1,38,Male,7,1,52795.56
15654379,0,59,Male,4,2,27435.41
15783629,0,42,Female,6,2,150266.81
15751193,0,33,Male,4,2,40299.23
15724099,0,26,Male,6,1,149369.41
15568429,0,46,Female,3,2,120250.58
15648967,1,64,Female,1,1,84760.32
15664498,0,26,Male,7,1,156424.4
15779522,1,24,Female,0,2,109355.73
15583850,0,68,Male,0,2,184936.77
15696539,0,21,Female,7,1,36560.51
15760121,0,32,Male,9,1,165693.06
15628279,0,38,Female,3,2,163666.85
15766163,0,38,Male,1,2,35644.79
15566467,0,32,Female,0,2,188203.58
15639049,0,31,Female,7,1,6120.84
15736413,0,29,Male,1,2,164484.78
15634815,0,37,Female,3,2,164268.28
15716381,1,50,Female,7,1,140136.1
15708162,0,40,Female,1,2,121084.27
15569364,0,36,Male,3,2,35156.54
15791191,0,59,Male,2,1,103159.11
15621205,0,34,Male,4,1,74858.3
15704788,1,49,Female,8,2,91556.57
15775756,0,33,Male,8,1,199203.21
15641312,1,36,Male,6,1,27011.8
15782531,0,31,Female,8,2,188637.05
15724428,0,40,Male,8,2,61581.2
15743617,0,47,Male,1,1,197529.23
15585839,0,37,Male,2,2,182258.17
15658158,0,23,Female,10,1,80778.5
15637678,0,35,Male,5,1,155394.52
15701809,0,28,Female,3,1,3408.7
15676937,1,32,Female,8,2,19367.98
15778975,1,70,Female,1,3,62282.99
15710375,0,41,Male,6,2,65396.79
15579914,0,30,Male,2,2,139712.81
15595160,0,35,Male,2,2,60972.84
15595391,0,31,Male,1,2,1375.46
15630363,0,39,Female,0,1,22191.82
15692443,1,33,Male,5,1,8973.67
15593795,1,53,Female,1,1,118502.34
15642824,1,56,Female,8,2,161802.82
15683524,0,23,Female,6,2,90494.72
15713532,0,29,Female,4,1,15470.91
15719827,0,36,Male,3,1,65147.27
15578435,0,40,Male,8,1,157886.6
15723028,0,33,Male,1,2,85439.73
15595609,0,52,Male,9,2,54038.62
15622443,0,31,Male,4,2,25684.85
15579112,0,47,Male,2,2,186116.54
15648479,0,45,Female,0,2,166830.71
15659234,0,30,Male,3,1,27886.06
15811970,0,42,Female,1,2,5768.32
15774192,1,38,Female,8,1,80575.44
15595136,0,37,Female,1,2,68987.55
15630580,0,34,Male,9,2,27097.82
15660646,0,35,Male,3,1,199320.77
15614365,0,31,Male,3,1,5566.6
15776128,0,44,Female,6,1,133871.83
15787035,0,35,Female,8,2,152843.53
15792646,0,64,Female,1,1,41800.18
15726832,0,61,Male,3,1,92053.75
15773260,0,32,Female,0,1,100717.54
15624437,0,32,Female,1,2,42935.15
15717138,0,31,Male,6,2,149170.92
15657317,0,32,Female,7,1,107499.39
15626948,0,42,Female,6,1,153342.38
15758901,1,47,Female,1,1,107825.08
15777759,0,30,Male,2,1,47952.45
15773322,0,44,Female,4,1,131007.18
15697318,0,32,Male,9,1,33143.04
15678916,0,75,Female,2,1,123304.62
15632118,1,45,Male,5,1,141970.02
15788118,0,33,Male,7,2,37136.15
15788930,0,37,Male,7,1,199293.01
15628583,0,30,Female,5,2,161388.22
15635177,0,66,Female,3,1,70532.53
15587690,0,28,Male,2,1,144290.25
15627630,0,41,Female,1,2,96069.82
15610930,0,35,Female,1,1,185662.84
15657747,0,43,Female,9,2,17913.25
15568006,1,45,Female,2,4,101039.53
15751748,1,51,Male,2,1,156953.54
15722212,0,41,Female,8,2,28276.83
15658670,0,38,Female,8,2,84049.16
15761654,0,30,Male,8,1,147822.44
15812210,1,32,Female,8,4,9497.99
15787051,0,39,Female,7,1,87067.73
15642991,0,29,Female,7,2,23237.25
15713769,0,38,Male,7,1,27239.28
15605826,1,46,Male,10,3,151481.86
15648898,0,27,Female,7,1,114669.79
15705309,0,39,Male,5,2,116748.14
15734202,0,52,Female,4,1,90877.76
15658852,0,38,Male,8,2,133692.88
15612633,0,43,Male,9,1,30662.91
15604818,0,34,Male,9,1,191395.88
15593900,0,38,Male,1,1,106648.58
15624995,0,31,Female,6,1,50899.91
15570087,1,44,Female,8,1,115452.51
15802617,0,43,Male,7,2,64139.1
15656029,0,37,Male,6,2,22030.72
15739194,0,38,Male,0,2,38434.73
15607275,1,39,Male,6,2,42774.84
15629475,0,41,Male,2,2,158973.77
15635034,1,37,Male,9,1,34551.35
15756333,0,55,Female,7,2,101515.76
15777436,0,31,Female,5,2,9561.73
15676835,0,33,Male,1,2,168313.17
15574206,0,37,Female,7,2,55100.09
15613017,0,32,Male,1,1,31830.06
15815131,0,36,Female,7,1,71519.4
15585455,0,28,Male,9,2,32599.35
15692929,1,42,Female,10,2,139946.68
15758081,0,39,Male,8,1,110468.51
15667476,0,36,Female,3,1,74042.0
15738248,0,37,Female,5,2,151871.84
15672152,1,37,Male,9,1,199693.84
15673372,1,58,Female,1,1,58907.08
15587611,1,59,Male,9,2,103799.77
15803415,0,39,Female,3,2,93835.64
15715673,1,46,Female,4,1,156425.57
15655648,0,25,Female,2,2,123723.83
15763613,0,30,Male,1,2,199464.08
15660385,0,39,Male,7,2,83084.33
15733261,1,35,Female,6,1,25488.43
15796231,0,18,Female,1,1,9596.4
15624866,0,37,Male,3,2,70370.24
15623730,0,34,Male,1,1,86330.32
15668248,1,62,Female,7,1,168507.68
15694518,0,36,Female,0,2,111605.9
15638028,0,31,Male,4,2,143317.42
15795895,0,36,Male,1,2,27619.06
15694376,1,64,Female,3,3,146573.66
15669204,0,23,Male,4,2,69055.45
15773779,0,46,Female,2,1,54453.72
15580682,0,40,Female,4,2,33524.6
15768530,0,27,Female,4,2,135083.73
15672875,0,32,Male,8,1,137439.34
15617082,0,33,Male,7,1,11205.5
15760514,0,43,Female,9,2,60176.1
15761775,0,20,Male,8,2,29552.7
15799964,0,30,Female,7,1,188795.85
15693906,0,24,Female,3,1,11638.17
15739514,0,32,Female,9,2,93155.75
15756926,0,29,Male,1,2,48986.18
15770984,0,40,Female,7,2,116951.1
15703979,0,39,Male,3,1,137041.26
15801821,0,38,Male,1,2,44653.5
15711028,1,52,Male,1,3,104035.41
15791842,0,32,Female,6,1,110593.62
15746127,0,47,Female,2,2,36099.7
15663625,0,37,Male,4,2,12470.3
15604891,0,38,Female,8,2,95403.41
15589666,0,39,Female,9,1,151757.81
15627881,0,30,Male,8,2,47536.46
15664895,0,25,Female,0,2,101274.17
15676094,0,34,Female,6,1,140268.45
15761720,0,41,Male,6,1,11663.09
15611961,0,35,Male,7,2,150784.29
15680167,0,78,Female,6,1,119400.08
15762543,0,32,Female,1,2,126188.42
15658475,1,36,Male,8,1,89983.02
15779743,0,44,Female,7,2,29761.29
15661532,0,31,Female,1,2,27073.81
15782360,1,65,Male,2,1,96399.67
15767908,0,38,Male,6,2,45422.89
15677105,1,46,Female,4,1,108699.59
15641474,0,46,Male,9,1,38967.29
15624451,0,38,Female,3,2,116466.19
15577985,0,34,Female,5,2,17993.43
15571666,0,30,Male,8,1,43250.54
15783691,0,35,Female,1,1,125240.8
15671172,0,23,Male,1,2,191415.94
15731760,0,25,Male,5,1,90860.97
15585599,0,34,Female,8,2,141872.52
15784958,1,55,Female,10,4,49418.87
15734524,1,51,Male,3,1,170426.65
15614103,1,42,Male,8,1,51016.02
15794895,0,34,Male,1,2,81175.25
15772381,0,38,Male,8,1,99106.97
15710553,0,48,Male,3,2,79134.78
15649292,1,49,Female,7,1,163550.58
15792565,0,46,Female,7,2,67769.94
15718245,0,34,Male,1,2,126592.01
15703117,0,44,Female,1,2,89602.81
15758136,0,37,Male,3,1,179421.84
15799932,0,24,Male,10,2,156906.15
15633516,0,42,Male,1,1,168486.02
15622532,1,47,Female,0,2,132730.07
15798960,0,33,Male,2,1,39057.67
15698664,0,43,Male,2,2,174606.35
15703614,0,48,Male,5,1,79259.77
15699195,0,24,Female,3,1,168515.61
15710543,1,46,Male,1,1,161125.67
15695499,0,45,Female,10,2,77878.62
15622321,0,32,Female,3,1,80823.02
15715744,0,39,Male,7,1,119348.28
15788151,0,32,Male,1,2,178331.36
15687153,1,49,Male,8,1,119174.88
15684958,0,38,Male,2,2,82662.73
15706116,0,30,Female,8,1,40441.1
15740557,0,43,Female,5,2,109881.71
15707291,0,48,Male,8,2,157937.35
15583353,1,45,Female,3,1,38276.84
15761024,0,33,Female,2,2,65222.48
15630709,0,31,Female,2,2,2181.94
15639590,0,30,Female,3,1,156249.06
15659399,0,50,Male,7,2,45591.23
15567078,0,27,Female,8,1,79458.12
15696373,1,44,Female,9,2,103042.2
15786617,0,34,Male,3,1,70209.83
15657449,0,25,Male,3,1,176743.51
15672594,1,60,Female,0,1,10703.53
15714240,0,74,Male,5,2,151425.82
15782144,0,34,Female,3,2,3894.34
15665008,0,26,Female,8,2,28861.69
15581733,0,28,Female,4,2,177703.15
15751392,1,57,Female,4,2,136649.8
15785815,0,31,Male,1,2,175894.24
15664214,0,33,Male,2,2,76257.46
15579996,0,25,Female,7,1,193668.49
15675252,0,39,Female,3,2,125671.29
15579617,1,51,Female,3,2,174098.28
15593976,1,31,Female,5,4,187866.21
15716041,0,39,Male,9,2,100862.36
15654489,0,38,Female,8,1,10804.04
15736302,0,48,Male,4,2,170893.85
15805909,0,28,Male,8,1,22698.56
15572762,0,50,Female,2,2,89822.48
15724632,0,41,Female,0,2,175262.49
15670416,0,43,Female,0,1,15705.27
15749528,0,58,Male,6,2,170025.43
15578783,0,35,Male,0,1,17242.79
15580719,0,23,Female,10,2,79734.23
15656293,0,35,Male,3,2,92712.97
15691875,0,39,Female,5,1,99689.48
15596870,1,54,Male,3,1,93336.3
15780770,0,31,Male,7,1,175893.53
15751491,1,50,Male,3,1,42840.18
15706200,0,41,Male,2,2,140298.24
15808674,1,45,Female,6,3,144000.59
15641411,0,23,Female,1,1,113408.11
15764661,0,33,Male,2,1,96420.58
15689492,0,41,Male,1,2,125806.3
15602405,0,38,Female,9,1,65720.92
15610271,0,42,Female,3,1,31002.03
15791780,1,48,Female,10,3,158248.71
15589147,0,61,Male,8,1,94677.83
15756975,0,35,Female,3,2,17257.72
15729582,0,48,Male,3,1,101397.86
15742971,0,44,Female,2,2,84870.23
15568046,0,24,Male,7,1,183515.13
15694890,0,38,Male,1,1,75969.19
15736963,0,43,Male,1,2,146379.3
15646490,0,42,Male,1,1,127154.8
15607314,1,53,Male,2,1,2019.78
15576745,0,48,Male,2,2,197885.72
15669606,0,33,Male,5,2,138017.68
15737832,1,45,Male,0,1,170984.97
15681990,0,24,Male,6,2,55859.27
15758050,0,37,Male,4,2,4459.5
15787848,0,30,Male,9,2,102135.92
15713594,0,32,Female,7,1,112771.95
15588186,0,45,Male,7,1,32903.93
15786739,0,37,Male,1,1,162260.93
15699467,0,41,Female,0,1,87959.83
15680706,1,48,Male,4,1,166476.95
15645717,0,62,Male,2,2,25438.87
15748597,1,56,Male,5,1,157230.06
15773709,0,35,Male,0,2,197305.91
15629787,0,27,Male,10,2,44435.76
15661007,0,33,Male,0,1,181051.99
15686812,0,44,Female,8,1,159069.37
15754113,0,35,Female,0,2,155485.24
15749489,0,22,Female,10,1,43852.05
15574352,0,43,Male,4,1,140071.57
15701281,0,27,Male,8,2,49089.36
15811985,0,44,Male,6,2,55893.37
15713505,0,31,Male,1,2,192660.55
15685653,0,40,Female,3,2,137028.51
15758831,0,39,Male,3,1,34430.16
15618774,1,54,Male,3,1,108409.17
15764448,0,35,Male,0,1,145325.32
15611024,0,23,Female,9,1,81425.61
15738220,0,38,Male,1,2,51553.43
15805764,0,18,Male,10,2,52795.15
15580487,0,38,Male,8,2,84270.09
15675787,0,26,Male,8,1,145011.62
15583580,1,35,Female,1,1,66245.44
15780654,0,33,Female,3,2,36446.74
15695034,0,44,Female,4,1,137136.29
15805671,0,32,Male,0,1,117323.31
15790658,0,42,Male,8,1,74157.71
15578648,0,49,Male,6,1,104253.56
15734987,0,43,Female,7,2,2748.72
15721740,0,50,Male,7,1,195937.16
15641822,0,19,Female,1,2,22101.86
15765650,0,40,Male,5,1,126535.92
15788556,1,42,Female,4,1,44692.63
15576550,1,38,Female,1,1,112442.63
15622230,0,35,Female,3,2,66331.01
15653937,1,53,Female,1,1,16657.68
15743538,0,31,Female,1,2,20081.3
15591740,1,54,Female,4,2,93820.49
15650086,0,43,Male,2,2,130795.52
15718773,0,32,Female,0,2,160129.99
15615140,0,36,Male,6,1,189969.91
15644361,1,40,Female,1,1,9712.52
15774536,0,32,Female,6,2,196062.01
15618661,0,30,Male,6,1,125710.53
15605020,1,45,Male,2,2,23054.51
15762134,0,59,Male,8,2,170679.74
15685279,0,57,Female,8,1,181258.76
15582849,1,51,Female,1,1,22835.13
15655410,1,49,Male,1,1,102397.22
15649129,0,32,Male,9,2,115950.96
15702380,0,64,Male,6,2,15876.52
15759067,1,37,Female,7,4,117690.58
15683027,0,29,Male,4,2,173792.77
15597487,0,35,Female,5,1,80992.8
15763256,1,64,Female,8,2,189398.18
15620111,0,54,Male,8,1,56787.8
15623053,0,40,Male,2,1,148309.98
15595592,1,59,Female,2,1,179673.11
15740072,0,37,Female,2,2,138470.21
15778005,1,39,Female,1,1,163798.41
15583278,0,36,Female,8,1,33693.78
15601263,0,48,Female,7,2,48545.1
15709222,0,34,Male,3,1,123427.98
15713949,0,40,Male,1,1,174183.44
15717706,0,32,Female,3,2,17938.0
15756071,0,34,Male,1,1,90059.04
15696564,0,38,Male,0,2,137694.23
15657637,0,36,Female,3,3,65039.9
15755863,0,49,Female,1,2,162858.29
15719858,0,38,Female,9,2,35701.06
15688876,0,39,Male,9,2,18826.06
15698528,1,31,Female,3,1,130086.47
15770345,0,31,Female,1,1,143360.56
15761506,0,19,Male,5,2,159920.92
15716619,0,36,Female,3,1,12099.67
15788367,0,44,Male,6,1,53087.98
15709451,0,35,Female,1,2,142839.82
15640421,0,35,Female,7,1,178.19
15580068,0,35,Male,5,2,105618.14
15677123,0,37,Male,7,2,24734.25
15619801,0,33,Female,1,2,82245.67
15582246,0,45,Female,2,2,177695.67
15711843,1,40,Male,1,3,107961.11
15680046,0,36,Male,8,2,55207.41
15804131,1,53,Female,7,2,182633.63
15722611,0,53,Female,8,1,51587.04
15729224,0,37,Female,5,2,115403.31
15811588,1,53,Female,7,1,186392.99
15702138,0,22,Female,3,1,44374.44
15749799,0,34,Female,2,2,84033.35
15752885,0,42,Male,1,1,82276.62
15674932,0,44,Female,9,2,177528.92
15743828,1,41,Male,2,1,56850.92
15642022,0,34,Male,8,1,47972.65
15746461,0,35,Male,2,2,104982.39
15809991,0,19,Male,4,1,133535.29
15787322,0,41,Female,6,1,25571.37
15575498,0,39,Female,5,2,96075.55
15691387,0,29,Male,9,1,81634.45
15765457,0,35,Male,1,1,165008.97
15666173,0,32,Female,1,1,138191.81
15627377,0,41,Male,6,2,99136.49
15656683,1,52,Male,1,1,63584.55
15679810,0,39,Male,6,2,160532.88
15606310,0,71,Male,5,1,162683.06
15756871,0,39,Male,3,1,134878.19
15610002,0,41,Male,5,2,134626.3
15567802,0,34,Female,2,2,175480.93
15745452,0,41,Male,1,1,174337.68
15617252,0,33,Female,1,1,172524.51
15753248,0,28,Male,2,2,25395.83
15610755,0,33,Female,0,1,184856.89
15662238,0,37,Male,3,1,182624.93
15799186,0,38,Male,4,2,192505.62
15686941,0,26,Female,7,2,112507.63
15601172,0,31,Male,6,1,177295.92
15723858,0,39,Male,3,2,12465.51
15615896,0,39,Male,8,2,36122.96
15737647,0,77,Female,6,1,37836.64
15582841,0,29,Male,8,2,34747.43
15760090,0,28,Male,7,2,131097.9
15588587,0,36,Female,1,1,105280.55
15683157,0,26,Male,4,1,149653.81
15694209,0,32,Female,3,2,139390.99
15655875,0,33,Female,3,2,132436.71
15805704,1,32,Female,2,4,179705.13
15744789,0,32,Female,6,1,15796.66
15799357,0,35,Male,5,1,142754.71
15726153,0,31,Male,5,1,2578.43
15713346,0,24,Male,10,1,88992.05
15665053,1,52,Male,4,1,32936.44
15592379,0,42,Female,9,2,39122.58
15692599,0,34,Male,5,1,191092.62
15620758,0,30,Male,4,2,129149.06
15637428,0,35,Male,7,2,13218.6
15808389,0,79,Female,7,1,160589.18
15807003,0,32,Male,10,1,179657.83
15702912,1,35,Female,2,1,44335.54
15590623,0,34,Male,4,2,29217.37
15728078,0,26,Male,10,1,43651.49
15708256,0,28,Male,3,2,159654.0
15582335,0,40,Female,9,1,17992.94
15649150,1,53,Female,5,1,141501.45
15691647,0,35,Female,2,2,93825.78
15668270,1,44,Female,5,2,41852.24
15624820,1,56,Male,7,3,97629.31
15736254,0,29,Male,2,1,37065.66
15720814,0,36,Female,2,2,38614.69
15642997,0,36,Female,2,1,87816.86
15693200,0,36,Female,7,2,184866.86
15624596,0,23,Female,5,1,160176.47
15807167,0,42,Male,1,2,164357.1
15660301,0,70,Male,6,2,17818.33
15593094,1,27,Male,9,1,142680.64
15618239,0,48,Female,0,1,85081.09
15574137,0,35,Male,3,2,176450.19
15614740,0,41,Female,6,2,121967.88
15574071,0,23,Male,2,2,127187.04
15671148,0,33,Male,5,2,108313.34
15721921,0,44,Male,8,1,57205.55
15717995,0,27,Male,0,2,157891.86
15632050,0,41,Female,10,1,86927.53
15647111,0,22,Female,4,1,107753.07
15759991,0,36,Male,4,1,82158.14
15790204,1,22,Female,9,1,29135.89
15686780,0,55,Female,1,1,17095.49
15640491,0,33,Female,10,2,100447.53
15783225,1,54,Male,9,1,83470.4
15734438,0,29,Female,4,2,121846.81
15688760,0,37,Female,3,1,129107.59
15768124,0,34,Female,3,1,54726.43
15661330,0,37,Male,6,1,116141.72
15781272,1,50,Male,4,3,124872.42
15573888,1,43,Female,1,1,186438.86
15575858,0,40,Male,3,2,134281.11
15645937,0,32,Male,3,1,91044.47
15702337,0,37,Male,7,2,74320.75
15764537,0,43,Male,8,2,9704.66
15619616,0,33,Female,9,2,128600.49
15585133,0,27,Female,8,2,6468.24
15573971,0,44,Male,7,2,57898.58
15579433,0,29,Male,8,2,192120.66
15777045,1,44,Female,3,1,164213.53
15611580,0,33,Male,4,1,117547.76
15614778,0,31,Male,6,2,26149.25
15771750,0,36,Female,10,1,9181.66
15593280,0,43,Male,8,1,166588.76
15569274,1,49,Male,2,1,195053.58
15654408,0,41,Male,5,2,85787.31
15657468,0,53,Female,5,1,102428.51
15614213,0,37,Male,0,1,71175.94
15589869,0,49,Male,9,2,166440.32
15693205,1,41,Female,8,3,148848.76
15797113,0,34,Female,4,2,140286.69
15676958,0,34,Male,5,2,104220.5
15739592,1,51,Female,10,1,70778.63
15656263,0,29,Male,5,2,65868.28
15636872,0,32,Female,8,2,171482.56
15589435,0,31,Male,7,2,143204.41
15640464,0,41,Male,5,1,28427.84
15723851,0,40,Male,2,1,78387.32
15722122,0,40,Female,7,1,161076.92
15696852,1,32,Female,9,1,54277.45
15634936,0,41,Male,7,1,137180.95
15575935,1,59,Male,0,2,21063.71
15634491,0,30,Male,2,2,152210.81
15628530,0,42,Male,3,2,88890.75
15678720,0,44,Female,7,2,190534.76
15627999,0,30,Male,3,2,83090.35
15571244,0,33,Female,3,2,141426.78
15739931,0,34,Male,2,1,51358.66
15806256,1,48,Male,2,1,88703.04
15787258,0,29,Female,6,2,116696.77
15706463,0,36,Female,9,2,7156.09
15691004,1,37,Male,1,1,49161.12
15792228,1,60,Male,0,1,126743.33
15733447,1,51,Female,1,1,65390.46
15679062,0,47,Female,10,2,138835.91
15594409,0,45,Male,1,2,36154.66
15613816,0,39,Female,6,1,59755.14
15681991,0,32,Male,7,1,125302.64
15796074,1,36,Female,2,2,94274.72
15625941,0,50,Female,10,1,102260.16
15615016,0,33,Male,2,2,136028.97
15748414,1,33,Female,8,2,110114.38
15751203,1,26,Male,5,2,100442.22
15662658,0,34,Male,2,2,193597.94
15574868,0,36,Male,5,2,1871.25
15790282,0,58,Male,3,2,42831.11
15762927,0,36,Female,6,1,182156.86
15803456,1,40,Female,9,1,151648.66
15771857,0,39,Male,7,2,146738.83
15700601,0,34,Male,1,1,12148.2
15569670,0,30,Male,6,1,118029.09
15772341,0,81,Male,6,1,50783.88
15661548,0,29,Female,0,1,129891.66
15787597,0,31,Female,1,2,9904.63
15806913,0,54,Female,2,1,63213.31
15804862,0,43,Male,6,1,137565.87
15792986,1,24,Male,1,1,17185.95
15625632,0,36,Male,3,2,143783.46
15727703,0,34,Male,10,1,36823.28
15606273,1,37,Male,5,2,154957.66
15799652,0,38,Female,0,2,31892.82
15715047,1,43,Male,9,1,191084.4
15784687,0,36,Male,1,1,179718.17
15615322,0,43,Male,7,2,159823.16
15722072,0,53,Male,5,1,114110.97
15646784,0,31,Female,2,2,60993.23
15644692,1,47,Female,8,1,66408.01
15670354,0,62,Female,6,2,136398.9
15716357,0,39,Female,4,2,140709.25
15786717,0,36,Male,1,2,8555.73
15771383,0,45,Female,6,1,115022.94
15649793,0,20,Male,7,2,187638.34
15731543,0,58,Male,9,1,3829.13
15684516,0,34,Male,1,1,119357.93
15677249,0,42,Male,9,1,192175.52
15581525,0,33,Male,3,2,128841.31
15628420,0,33,Male,2,1,150422.35
15600478,0,39,Male,3,1,188187.05
15594502,0,37,Male,6,2,1775.52
15784361,0,46,Female,5,1,85086.78
15767626,0,42,Male,10,2,3797.79
15632521,0,45,Male,0,2,150856.38
15665088,0,42,Female,2,2,90537.47
15652084,0,40,Male,0,1,166370.81
15574761,1,41,Female,3,2,178994.13
15729515,0,36,Male,1,2,195681.43
15682070,0,64,Male,9,2,53277.15
15743817,1,40,Male,8,3,172490.78
15572158,0,41,Male,3,1,11819.84
15584477,0,35,Female,1,1,82900.25
15614893,0,38,Male,2,1,82709.8
15665963,0,30,Male,2,1,180593.45
15612524,0,41,Male,2,1,172363.41
15596962,0,24,Female,4,2,91195.12
15744942,1,55,Female,2,1,108987.25
15573278,0,39,Male,6,2,44265.28
15717056,0,25,Female,7,1,116613.26
15795881,0,35,Male,8,1,148527.56
15758939,0,35,Male,7,1,84239.46
15792250,0,45,Female,4,1,62002.04
15740406,1,38,Male,10,1,46044.48
15768137,1,23,Female,6,2,169669.33
15569120,0,30,Male,7,2,156346.84
15723721,0,30,Male,4,1,157711.18
15777122,0,31,Female,4,2,89087.4
15742681,0,26,Male,4,1,8742.36
15582090,0,36,Female,4,1,117038.96
15711254,0,35,Female,7,2,164241.67
15775067,1,47,Male,3,2,137720.56
15602851,0,40,Male,9,1,106.67
15802857,0,33,Female,8,1,1539.21
15701175,0,33,Female,8,1,59659.53
15783019,1,62,Female,9,3,173586.63
15728912,0,44,Female,6,1,126033.9
15585580,1,52,Female,9,1,62808.93
15583480,0,36,Female,4,2,147007.33
